"Marginalia","Siglum","Folio","Sequence","Incipit","Feast","Office","Genre","Position","Cantus ID","Mode","Finalis","Differentia","Full text (standardized)","Full text (MS spelling)","Volpiano","Indexing notes","Image link","Melody ID","CAO Concordances"
"","US-NYcub Plimpton 41","086v","1","Hauriebat adhuc in parva aetate ","Gregorii","V","A","2 _","003019 _","8","G","G1","Hauriebat adhuc in parva aetate sitibundo pectore fluenta doctrinae","Hauriebat adhuc in parva etate sitibundo pectore fluenta doctrine","","","","",""
"","US-NYcub Plimpton 41","087r","1","Iste sanctus dum pro colligendis ","Gregorii","V","A","3 _","003433 _","1","D","G2a","Iste sanctus dum pro colligendis animabus satageret dedit ei dominus ut totam pariter Anglorum converteret gentem","Iste sanctus dum pro colligendis animabus satageret dedit ei dominus ut totam pariter Anglorum converteret gentem","","","","",""
"","US-NYcub Plimpton 41","087v","1","Missis namque doctoribus tantam deus ","Gregorii","V","A","4 _","003789 _","7","G","A1","Missis namque doctoribus tantam deus gratiam contulit ut verbum fidei quod ore praedicabant signorum efficacia confirmaretur","Missis namque doctoribus tantam deus gratiam contulit ut verbum fidei quod ore predicabant signorum efficatia confirmaretur","","","","",""
"","US-NYcub Plimpton 41","088r","1","Mutato enim saeculari habitu beatus ","Gregorii","V","R","1 _","007193 _","8","G","","Mutato enim saeculari habitu beatus Gregorius monasterium petiit et ex hujus vitae naufragio nudus evasit","Mutato enim seculari habitu beatus Gregorius monasterium petiit et ex huius vite naufragio nudus evasit","","","","",""
"","US-NYcub Plimpton 41","088v","1","Qui ante serico et gemmis ","Gregorii","V","V","01 _","007193a _","8","G","","Qui ante serico et gemmis micantibus ornatus processit postea vili tectus tegmine pauper ipse pauperibus ministrabat","Qui ante serico et gemmis micantibus ornatus processit postea vili tectus tegmine pauper ipse pauperibus ministrabat","","","","",""
"","US-NYcub Plimpton 41","089v","1","Gloria patri et filio et ","Gregorii","V","V","02 _","909000 _","8","G","","Gloria patri et filio et spiritui sancto","Gloria patri et filio et spiritui sancto","","","","",""
"","US-NYcub Plimpton 41","089v","2","Iste confessor*","Gregorii","V","H","1 _","008323 _","","","","Iste confessor*","Iste confessor*","","","","",""
"","US-NYcub Plimpton 41","089v","3","Ecce sacerdos magnus R. Qui ","Gregorii","V","W","","008040 _","","","","Ecce sacerdos magnus R. Qui in diebus suis placuit deo et inventus est justus","Ecce sacerdos magnus R. Qui in diebus suis placuit deo et inventus est iustus","","","","",""
"","US-NYcub Plimpton 41","089v","4","Beatus Gregorius ab Anglorum populis ","Gregorii","V","A","M _","001630 _","1","D","G2a","Beatus Gregorius ab Anglorum populis apostolus est appellatus quia ipsius gratiae ascribitur quod illorum ecclesia nova semper sobole fecundatur","Beatus Gregorius ab Anglorum populis apostolus est apellatus quia ipsius gratie ascribitur quod illorum ecclesia nova semper sobole fecundatur","","","","",""
"","US-NYcub Plimpton 41","090v","1","Sint lumbi vestri praecincti et ","Gregorii","M","A","3. _","004967 _","3","E","A2","Sint lumbi vestri praecincti et lucernae ardentes in manibus vestris","Sint lumbi vestri precincti et lucerne ardentes in manibus vestris","","","","",""
"","US-NYcub Plimpton 41","091r","1","Justus germinabit sicut lilium R ","Gregorii","M","W","","008116 _","","","","Justus germinabit sicut lilium R. Et florebit in aeternum ante dominum","Iustus germinabit sicut lilium R. Et florebit in eternum ante dominum","","","","",""
"","US-NYcub Plimpton 41","091r","2","O Gregori dulcissime sancti spiritus ","Gregorii","L","A","B _","004031 _","2","D","D3","O Gregori dulcissime sancti spiritus organum atque virtutum speculum posce nobis suffragium ut hoc possimus consequi quo te gaudemus perfrui","O Gregori dulcissime sancti spiritus organum atque virtutum speculum posce nobis suffragium ut hoc possimus consequi quo te gaudemus perfrui","","","","",""
"","US-NYcub Plimpton 41","091v","1","Beatus Gregorius*","Gregorii","V2","A","1 _","001630 _","","","","Beatus Gregorius*","Beatus Gregorius*","","","","",""
"","US-NYcub Plimpton 41","091v","2","Amavit eum*","Gregorii","V2","R","1 _","006080 _","","","","Amavit eum*","Amavit eum*","","","","",""
"","US-NYcub Plimpton 41","091v","3","Iste confessor*","Gregorii","V2","H","","008323 _","","","","Iste confessor*","Iste confessor*","","","","",""
"","US-NYcub Plimpton 41","091v","4","Ecce*","Gregorii","V2","W","","008040 _","","","","Ecce*","Ecce*","","","","",""
"","US-NYcub Plimpton 41","091v","5","Beatus Gregorius ab Anglorum*","Gregorii","V2","A","M _","001630 _","","","","Beatus Gregorius ab Anglorum*","Beatus Gregorius ab Anglorum*","","","","",""
"","US-NYcub Plimpton 41","091v","6","Beatus vir Benedictus plus appetiit ","Benedicti","V","A","1 _","001673.1 _","2","D","D3c","Beatus vir Benedictus plus appetiit mala mundi perpeti quam laudes pro deo laboribus fatigari quam vitae hujus favoribus extolli ","Beatus vir Benedictus plus apetiit mala mundi perpeti quam laudes pro deo laboribus fatigari quam vite huius favoribus extolli ","","","","",""
"","US-NYcub Plimpton 41","092v","1","Erat vir domini Benedictus vultu ","Benedicti","V","A","2 _","002662 _","8","G","G1","Erat vir domini Benedictus vultu placido canis decoratus angelicis tantaque circa eum claritas excreverat ut in terris positus in caelestibus habitaret","Erat vir domini Benedictus vultu placido canis decoratus angelicis tantaque circa eum claritas excreverat ut in terris positus in celestibus habitaret","","","","",""
"","US-NYcub Plimpton 41","093r","1","Gloriosus confessor domini Benedictus vitam ","Benedicti","V","A","3 _","002965 _","1","D","G2a","Gloriosus confessor domini Benedictus vitam angelicam gerens in terris speculum bonorum operum factus est mundo et ideo cum Christo jam sine fine gaudet in caelis","Gloriosus confessor domini Benedictus vitam angelicam gerens in terris speculum bonorum operum factus est mundo et ideo cum Christo iam sine fine gaudet in celis","","","","",""
"","US-NYcub Plimpton 41","094r","1","Vir domini Benedictus omnium justorum ","Benedicti","V","A","4 _","005435 _","2","D","D3c","Vir domini Benedictus omnium justorum spiritu plenus fuit ipse intercedat pro cunctis monasticae professionis","Vir domini Benedictus omnium iustorum spiritu plenus fuit ipse intercedat pro cunctis monastice professionis","","","","",""
"","US-NYcub Plimpton 41","094v","1","Domine non aspicias peccata mea ","Benedicti","V","R","1 _","006502 _","2","D","","Domine non aspicias peccata mea sed fidem hujus hominis qui rogat resuscitari filium suum et redde in hoc corpusculo animam quam tulisti et completa oratione revixit","Domine non aspicias peccata mea set fidem huius hominis qui rogat resuscitari filium suum et redde in hoc corpusculo animam quam tulisti et completa oratione revixit","","","","",""
"","US-NYcub Plimpton 41","095v","1","Et regrediente anima ita corpusculum ","Benedicti","V","V","01 _","006502a _","2","C","","Et regrediente anima ita corpusculum omne contremuit et sub oculis omnium qui ibi aderant vivus apparuit","Et regrediente anima ita corpusculum omne contremuit et sub oculis omnium qui ibi aderant vivus aparuit","","","","",""
"","US-NYcub Plimpton 41","096r","1","Gloria patri et filio et ","Benedicti","V","V","02 _","909000 _","2","C","","Gloria patri et filio et spiritui sancto","Gloria patri et filio et spiritui sancto","","","","",""
"","US-NYcub Plimpton 41","096v","1","Christe sanctorum decus*","Benedicti","V","H","1 _","008280 _","","","","Christe sanctorum decus*","Christe sanctorum decus*","","","","",""
"","US-NYcub Plimpton 41","096v","2","Ora pro nobis beate pater ","Benedicti","V","W","","008164 _","","","","Ora pro nobis beate pater Benedicte. R. Ut digni efficiamur promissione Christi","Ora pro nobis beate pater Benedicte R. Ut digni eficiamur promissione Christi","","","","",""
"","US-NYcub Plimpton 41","096v","3","Exsultet omnium turba fidelium pro ","Benedicti","V","A","M _","002819 _","1","D","F1","Exsultet omnium turba fidelium pro gloria almi patris Benedicti laetentur praecipue catervae monachorum celebrantes ejus festa in terris de cujus societate sancti congaudent in caelis","Exultet omnium turba fidelium pro gloria almi patris Benedicti letentur precipue caterve monachorum celebrantes eius festa in terris de cuius sotietate sancti congaudent in celis","","","","",""
"","US-NYcub Plimpton 41","097v","1","Vir dei Benedictus virga percussit ","Benedicti","M","A","3. _","205215 _","4","E","F3","Vir dei Benedictus virga percussit monachum et sanavit eum","Vir dei Benedictus virga percussit monachum et sanavit eum","","","","",""
"","US-NYcub Plimpton 41","097v","2","Justus germinabit sicut lilium R ","Benedicti","M","W","","008116 _","","","","Justus germinabit sicut lilium R. Et florebit in aeternum ante dominum","Iustus germinabit sicut lilium R. Et florebit in eternum ante dominum","","","","",""
"","US-NYcub Plimpton 41","098r","1","Pater sanctus dum intentam oculorum ","Benedicti","L","A","B _","004245 _","4","E","F3","Pater sanctus dum intentam oculorum aciem in splendore coruscae lucis habere videretur vidit Germani animam Capuani episcopi in sphaera ignea ab angelis in caelum deferri","Pater sanctus dum intentam oculorum aciem in splendore corrusce lucis habere videretur vidit Germani animam Capuani episcopi in spera ignea ab angelis in celum deferri","","","","",""
"","US-NYcub Plimpton 41","098v","1","Beatus vir Benedictus*","Benedicti","V2","A","1 _","001673.1 _","","","","Beatus vir Benedictus*","Beatus vir Benedictus*","","","","",""
"","US-NYcub Plimpton 41","098v","2","Amavit eum dominus*","Benedicti","V2","R","1 _","006080 _","","","","Amavit eum dominus*","Amavit eum dominus*","","","","",""
"","US-NYcub Plimpton 41","098v","3","Christe sanctorum decus*","Benedicti","V2","H","1 _","008280 _","","","","Christe sanctorum decus*","Christe sanctorum decus*","","","","",""
"","US-NYcub Plimpton 41","098v","4","Ora pro nobis beate pater ","Benedicti","V2","W","","008164 _","","","","Ora pro nobis beate pater Benedictus*","Ora pro nobis beate pater Benedictus*","","","","",""
"","US-NYcub Plimpton 41","098v","5","Hodie sanctus Benedictus per viam ","Benedicti","V2","A","M _","003115 _","2","D","D3a","Hodie sanctus Benedictus per viam orientis recto tramitem videntibus discipulis caelos ascendit hodie erectis manibus inter verba orationis efflavit hodie in gloria ab angelis susceptus est","Hodie sanctus Benedictus per viam orientis recto tramitem videntibus discipulis celos ascendit hodie erectis manibus inter verba orationis efflavit hodie in gloria ab angelis susceptus est","","","","",""
"","US-NYcub Plimpton 41","099v","1","Missus est Gabriel angelus ad ","Annuntiatio Mariae","V","A","1 _","003794 _","8","G","G1","Missus est Gabriel angelus ad Mariam virginem desponsatam Joseph","Missus est Gabriel angelus ad Mariam virginem desponsatam Ioseph","","","","",""
"","US-NYcub Plimpton 41","100r","1","Ave Maria gratia plena dominus ","Annuntiatio Mariae","V","A","2 _","001539 _","1","D","G2a","Ave Maria gratia plena dominus tecum benedicta tu in mulieribus alleluia","Ave Maria gratia plena dominus tecum benedicta tu in mulieribus alleluia","","","","",""
"","US-NYcub Plimpton 41","100v","1","Ne timeas Maria invenisti gratiam ","Annuntiatio Mariae","V","A","3 _","003863 _","8","G","G1","Ne timeas Maria invenisti gratiam apud dominum ecce concipies et paries filium","Ne timeas Maria invenisti gratiam apud dominum ecce concipies et paries filium","","the words and music for ""dixit dominum"" following the last word ""filium"" has been erased","","",""
"","US-NYcub Plimpton 41","101r","1","Ecce ancilla domini fiat mihi ","Annuntiatio Mariae","V","A","4 _","002491 _","8","G","C3","Ecce ancilla domini fiat mihi secundum verbum tuum","Ecce ancilla domini fiat mihi secundum verbum tuum","","","","",""
"","US-NYcub Plimpton 41","101v","1","Missus est Gabriel angelus ad ","Annuntiatio Mariae","V","R","1 _","007170 _","7","G","","Missus est Gabriel angelus ad Mariam virginem desponsatam Joseph nuntians ei verbum et expavescit virgo de lumine ne timeas Maria invenisti gratiam apud dominum ecce concipies et paries et vocabitur altissimi filius","Missus est Gabriel angelus ad Mariam virginem desponsatam Ioseph nuntians ei verbum et expavescens virgo de lumine ne timeas Maria invenisti gratiam apud dominum ecce concipies et paries et vocabitur altissimi filius","","","","",""
"","US-NYcub Plimpton 41","103r","1","Dabit ei dominus deus sedem ","Annuntiatio Mariae","V","V","01 _","007170b _","7","B","","Dabit ei dominus deus sedem David patris ejus et regnabit in domo Jacob in aeternum","Dabit ei dominus deus sedem David patris eius et regnabit in domo Iacob in eternum","","","","",""
"","US-NYcub Plimpton 41","103v","1","Gloria patri et filio et ","Annuntiatio Mariae","V","V","02 _","909000 _","7","B","","Gloria patri et filio et spiritui sancto","Gloria patri et filio et spiritui sancto","","","","",""
"","US-NYcub Plimpton 41","103v","1","Ave maris stella*","Annuntiatio Mariae","V","H","1 _","008272 _","","","","Ave maris stella*","Ave maris stella*","","","","",""
"","US-NYcub Plimpton 41","103v","2","Elegit eam deus et praeelegit ","Annuntiatio Mariae","V","W","","008046 _","","","","Elegit eam deus et praeelegit eam R. In tabernaculo suo habitare eam facit","Elegit eam deus et preelegit eam R. In tabernaculo suo habitare eam facit","","","","",""
"","US-NYcub Plimpton 41","103v","3","Spiritus sanctus in te descendet ","Annuntiatio Mariae","V","A","M _","005006 _","8","G","G1","Spiritus sanctus in te descendet Maria ne timeas habebis in utero filium dei alleluia","Spiritus sanctus in te descendet Maria ne timeas habebis in utero filium dei alleluia","","","","",""
"","US-NYcub Plimpton 41","104r","1","De caelo veniet dominator dominus ","Annuntiatio Mariae","M","A","3. _","002104 _","7","G","C1a","De caelo veniet dominator dominus et in manu ejus honor et imperium","De celo veniet dominator dominus et in manu eius honor et imperium","","","","",""
"","US-NYcub Plimpton 41","104v","1","Gaude Maria*","Annuntiatio Mariae","M","W","","008078 _","","","","Gaude Maria*","Gaude Maria*","","","","",""
"","US-NYcub Plimpton 41","104v","2","Quomodo fiet istud angele dei ","Annuntiatio Mariae","L","A","B _","004563 _","7","G","A1","Quomodo fiet istud angele dei quoniam virum non cognosco audi Maria virgo spiritus sanctus superveniet in te et virtus altissimi obumbrabit tibi","Quomodo fiet istud angele dei quoniam virum non cognosco audi Maria virgo spiritus sanctus superveniet in te et virtus altissimi obumbrabit tibi","","erasures in text and music through ""quoniam virum non cognosco au-"" and the word ""Christi"" between ""virgo"" and ""spiritus"" has been erased","","",""
"","US-NYcub Plimpton 41","105v","1","Missus est*","Annuntiatio Mariae","V2","A","1 _","003794 _","","","","Missus est*","Missus est*","","","","",""
"","US-NYcub Plimpton 41","105v","2","Ave Maria*","Annuntiatio Mariae","V2","R","1 _","006155 _","","","","Ave Maria*","Ave Maria*","","","","",""
"","US-NYcub Plimpton 41","105v","3","Ave maris stella*","Annuntiatio Mariae","V2","H","1 _","008272 _","","","","Ave maris stella*","Ave maris stella*","","","","",""
"","US-NYcub Plimpton 41","105v","4","Elegit eam deus*","Annuntiatio Mariae","V2","W","","008046 _","","","","Elegit eam deus*","Elegit eam deus*","","","","",""
"","US-NYcub Plimpton 41","105v","5","O virgo virginum quomodo fiet ","Annuntiatio Mariae","V2","A","M _","004091 _","2","D","D3b","O virgo virginum quomodo fiet istud quia nec primam similem visa es nec habere sequentem filiae Jerusalem quid me admiramini divinum est mysterium hoc quod cernitis","O virgo virginum quomodo fiet istud quia nec primam similem visa es nec habere sequentem filie Hierusalem quid me admiramini divinum est misterium hoc quod cernitis","","","","",""
"","US-NYcub Plimpton 41","106v","1","Sancti tui domine florebunt sicut ","Comm. plur. Mart.","V","A","1 _","004736 _","8","G","G1","Sancti tui domine florebunt sicut lilium alleluia et sicut odor balsami erunt ante te alleluia","Sancti tui domine florebunt sicut lilium alleluia et sicut odor balsami erunt ante te alleluia","","","","",""
"","US-NYcub Plimpton 41","107r","1","In caelestibus regnis sanctorum habitatio ","Comm. plur. Mart.","V","A","2 _","003211 _","7","G","C1","In caelestibus regnis sanctorum habitatio est et in aeternum requies eorum alleluia","In celestibus regnis sanctorum habitatio est et in eternum requies eorum alleluia","","","","",""
"","US-NYcub Plimpton 41","107v","1","In velamento clamabant sancti tui ","Comm. plur. Mart.","V","A","3 _","003306 _","2","D","D3","In velamento clamabant sancti tui domine alleluia alleluia alleluia","In velamento clamabant sancti tui domine alleluya alleluya alleluya","","","","",""
"","US-NYcub Plimpton 41","108r","1","Fulgebunt justi sicut sol in ","Comm. plur. Mart.","V","A","4 _","002908.1 _","2","D","D3","Fulgebunt justi sicut sol in conspectu dei alleluia","Fulgebunt iusti sicut sol in conspectu dei alleluia","","","","",""
"","US-NYcub Plimpton 41","108r","2","Tristitia vestra alleluia convertetur in ","Comm. plur. Mart.","V","R","1 _","007782 _","8","G","","Tristitia vestra alleluia convertetur in gaudium alleluia alleluia","Tristitia vestra alleluya convertetur in gaudium alleluya alleluya","","","","",""
"","US-NYcub Plimpton 41","108v","1","Mundus autem gaudebit vos vero ","Comm. plur. Mart.","V","V","01 _","007782a _","8","G","","Mundus autem gaudebit vos vero contristabimini sed tristitia vestra","Mundus autem gaudebit vos vero contristabimini se tristitia vestra","","the T of ""set"" (sed) is erased","","",""
"","US-NYcub Plimpton 41","109r","1","Gloria patri et filio et ","Comm. plur. Mart.","V","V","02 _","909000 _","8","G","","Gloria patri et filio et spiritui sancto","Gloria patri et filio et spiritui sancto","","","","",""
"","US-NYcub Plimpton 41","109v","1","Sancti et justi in domino ","Comm. plur. Mart.","V","W","","800389 _","","","","Sancti et justi in domino gaudete alleluia R. Vos elegit deus in hereditatem sibi alleluia","Sancti et iusti in domino gaudete alleluia R. Vos elegit deus in hereditatem sibi alleluia","","","","",""
"","US-NYcub Plimpton 41","109v","2","Lux perpetua lucebit sanctis tuis ","Comm. plur. Mart.","V","A","M _","003653 _","2","D","D3b","Lux perpetua lucebit sanctis tuis domine et aeternitas temporum alleluia","Lux perpetua lucebit sanctis tuis domine et eternitas temporum alleluya","","","","",""
"","US-NYcub Plimpton 41","110r","1","Filiae Jerusalem venite et videte ","Comm. plur. Mart.","L","A","B _","002877 _","1","D","F1","Filiae Jerusalem venite et videte martyres cum coronis quibus coronavit eos dominus in die sollemnitatis et laetitiae alleluia alleluia","Filie Hierusalem venite et videte martires cum coronis quibus coronavit eos dominus in die solempnitatis et letitie alleluya alleluya","","","","",""
"","US-NYcub Plimpton 41","110v","1","Sancti tui domine*","Comm. plur. Mart.","V2","A","1 _","004736 _","","","","Sancti tui domine*","Sancti tui domine*","","","","",""
"","US-NYcub Plimpton 41","110v","2","Laetitia sempiterna*","Comm. plur. Mart.","V2","R","1 _","601308 _","","","","Laetitia sempiterna*","Leticia sempiterna*","","","","",""
"","US-NYcub Plimpton 41","110v","3","Pretiosa in conspectu*","Comm. plur. Mart.","V2","W","","800355 _","","","","Pretiosa in conspectu*","Pretiosa in conspectu*","","","","",""
"","US-NYcub Plimpton 41","110v","4","Sancti et justi in domino ","Comm. plur. Mart.","V2","A","M _","004729 _","8","G","G1","Sancti et justi in domino gaudete alleluia vos elegit deus in hereditatem sibi alleluia","Sancti et iusti in domino gaudete alleluya vos elegit deus in hereditatem sibi alleluya","","","","",""
"","US-NYcub Plimpton 41","111r","1","Virtute magna reddebant apostoli testimonium ","Comm. Apostolorum TP","V","R","1 _","007907 _","3","E","","Virtute magna reddebant apostoli testimonium resurrectionis Jesu Christi domini nostri alleluia alleluia","Virtute magna reddebant apostoli testimonium resurrectionis Hiesu Christi domini nostri alleluya alleluya","","","","",""
"","US-NYcub Plimpton 41","112r","1","Repleti quidem spiritu sancto loquebantur ","Comm. Apostolorum TP","V","V","01 _","007907b _","3","G","","Repleti quidem spiritu sancto loquebantur cum fiducia verbum dei","Repleti quidem spiritu sancto loquebantur cum fidutia verbum dei ","","","","",""
"","US-NYcub Plimpton 41","112v","1","Gloria patri et filio et ","Comm. Apostolorum TP","V","V","02 _","909000 _","3","G","","Gloria patri et filio et spiritui sancto","Gloria patri et filio et spiritui sancto","","","","",""
"","US-NYcub Plimpton 41","112v","2","Domine ostende nobis patrem et ","Philippi, Jacobi","V","A","1 _","002365 _","7","G","A1","Domine ostende nobis patrem et sufficit nobis alleluia","Domine ostende nobis patrem et sufficit nobis alleluya","","","","",""
"","US-NYcub Plimpton 41","113r","1","Philippe qui videt me videt ","Philippi, Jacobi","V","A","2 _","004290 _","7","G","C1","Philippe qui videt me videt et patrem meum alleluia","Philippe qui videt me videt et patrem meum alleluya","","","","",""
"","US-NYcub Plimpton 41","113v","1","Tanto tempore vobiscum sum et ","Philippi, Jacobi","V","A","3 _","005113 _","3","E","A2","Tanto tempore vobiscum sum et non cognovistis me Philippe qui videt me videt et patrem meum alleluia","Tanto tempore vobiscum sum et non cognovistis me Philippe qui videt me videt et patrem meum alleluya","","","","",""
"","US-NYcub Plimpton 41","114r","1","Si diligitis me mandata mea ","Philippi, Jacobi","V","A","4 _","004886 _","8","G","G1","Si diligitis me mandata mea servate alleluia alleluia alleluia","Si diligitis me mandata mea servate alleluia alleluia alleluia","","","","",""
"","US-NYcub Plimpton 41","114v","1","Tanto tempore vobiscum sum et ","Philippi, Jacobi","V","R","1 _","007754 _","4","E","","Tanto tempore vobiscum sum et non cognovistis me Philippe qui videt me videt et patrem alleluia non credis quia ego in patre et pater in me est alleluia alleluia","Tanto tempore vobiscum sum et non cognovistis me Philippe qui videt me videt et patrem alleluya non credis quia ego in patre et pater in me est alleluya alleluya","","","","",""
"","US-NYcub Plimpton 41","115v","1","Domine ostende nobis patrem et ","Philippi, Jacobi","V","V","01 _","007754a _","4","D","","Domine ostende nobis patrem et sufficit nobis","Domine ostende nobis patrem et sufficit nobis","","","","",""
"","US-NYcub Plimpton 41","116r","1","Gloria patri et filio et ","Philippi, Jacobi","V","V","02 _","909000 _","4","D","","Gloria patri et filio et spiritui sancto","Gloria patri et filio et spiritui sancto","","","","",""
"","US-NYcub Plimpton 41","116r","2","Tristes erant*","Philippi, Jacobi","V","H","1 _","008271d _","","","","Tristes erant*","Tristes erant*","","","","",""
"","US-NYcub Plimpton 41","116r","3","Sancti et justi in domino ","Philippi, Jacobi","V","W","","800389 _","","","","Sancti et justi in domino gaudete alleluia R. Vos elegit deus in hereditatem sibi alleluia","Sancti et iusti in domino gaudete alleluia R. Vos elegit deus in hereditatem sibi alleluia","","","","",""
"","US-NYcub Plimpton 41","116v","1","Tanto tempore vobiscum sum et ","Philippi, Jacobi","V","A","1M _","005113 _","3","E","A5","Tanto tempore vobiscum sum et non cognovistis me Philippe qui videt me videt et patrem meum alleluia","Tanto tempore vobiscum sum et non cognovistis me Philippe qui videt me videt et patrem meum alleluya","","","","",""
"","US-NYcub Plimpton 41","117r","1","Si manseritis in me et ","Philippi, Jacobi","V","A","2M _","004901 _","7","G","A1","Si manseritis in me et verba mea in vobis manserint quodcumque petieritis fiet vobis alleluia alleluia alleluia","Si manseritis in me et verba mea in vobis manserint quodcumque petieritis fiet vobis alleluya alleluya alleluya","","","","",""
"","US-NYcub Plimpton 41","117v","1","Domine ostende nobis*","Philippi, Jacobi","V2","A","1 _","002365 _","","","","Domine ostende nobis*","Domine ostende nobis*","","","","",""
"","US-NYcub Plimpton 41","117v","2","Laetitia sempiterna*","Philippi, Jacobi","V2","R","1 _","601308 _","","","","Laetitia sempiterna*","Letitia sempiterna*","","","","",""
"","US-NYcub Plimpton 41","117v","3","Tristes erant*","Philippi, Jacobi","V2","H","1 _","008271d _","","","","Tristes erant*","Tristes erant*","","","","",""
"","US-NYcub Plimpton 41","117v","4","Pretiosa in conspectu*","Philippi, Jacobi","V2","W","","800355 _","","","","Pretiosa in conspectu*","Preciosa in conspectu*","","","","",""
"","US-NYcub Plimpton 41","117v","5","Non turbetur cor vestrum neque ","Philippi, Jacobi","V2","A","M _","003938 _","6","F","F1a","Non turbetur cor vestrum neque formidet creditis in deum et in me credite in domo patris mei mansiones multae sunt alleluia alleluia","Non turbetur cor vestrum neque formidet creditis in deum et in me credite in domo patris mei mansiones multe sunt alleluya alleluya","","","","",""
"","US-NYcub Plimpton 41","118v","1","Helena Constantini mater Jerusalem petiit ","Inventio Crucis","V","A","1 _","003022 _","7","G","C1","Helena Constantini mater Jerusalem petiit alleluia","Helena Constantini mater Iherusalem petiit alleluya","","","","",""
"","US-NYcub Plimpton 41","118v","2","Tunc praecepit eos omnes igne ","Inventio Crucis","V","A","2 _","005249 _","1","D","A5","Tunc praecepit eos omnes igne cremari at illi timentes tradiderunt Judam alleluia","Tunc precepit eos omnes igne cremari at illi timentes tradiderunt Iudam alleluya","","","","",""
"","US-NYcub Plimpton 41","119r","1","Cumque ascendisset Judas de lacu ","Inventio Crucis","V","A","3 _","002056 _","8","G","G1","Cumque ascendisset Judas de lacu perrexit ad locum ubi jacebat sancta crux alleluia","Cumque ascendisset Iudas de lacu perrexit ad locum ubi iacebat sancta crux alleluya","","","","",""
"","US-NYcub Plimpton 41","119v","1","Cum orasset Judas commotus est ","Inventio Crucis","V","A","4 _","002020 _","7","G","A1","Cum orasset Judas commotus est locus ille in quo sancta crux jacebat alleluia","Cum orasset Iudas commotus est locus ille in quo sancta crux iacebat alleluya","","","","",""
"","US-NYcub Plimpton 41","120r","1","Hoc signum crucis erit in ","Inventio Crucis","V","R","1 _","006845 _","4","E","","Hoc signum crucis erit in caelo cum dominus ad judicandum venerit tunc manifesta erunt abscondita cordis nostri alleluia alleluia","Hoc signum crucis erit in celo cum dominus ad iudicandum venerit tunc manifesta erunt abscondita cordis nostri alleluya alleluya","","","","",""
"","US-NYcub Plimpton 41","121r","1","Cum sederit filius hominis in ","Inventio Crucis","V","V","01 _","006845a _","4","D","","Cum sederit filius hominis in sede majestatis suae et coeperit judicare saeculum per ignem","Cum sederit filius hominis in sede maiestatis sue et ceperit iudicare seculum per ignem","","","","",""
"","US-NYcub Plimpton 41","121v","1","Gloria patri et filio et ","Inventio Crucis","V","V","02 _","909000 _","4","D","","Gloria patri et filio et spiritui sancto","Gloria patri et filio et spiritui sancto","","","","",""
"","US-NYcub Plimpton 41","122r","1","O crux benedicta quae sola ","Inventio Crucis","V","A","M _","004016 _","1","D","F1","O crux benedicta quae sola fuisti digna portare regem caelorum et dominum alleluia","O crux benedicta que sola fuisti digna portare regem celorum et dominum alleluya","","","","",""
"","US-NYcub Plimpton 41","122v","1","Dulce lignum dulces clavos dulce ","Inventio Crucis","M","A","3. _","002432 _","1","D","A3","Dulce lignum dulces clavos dulce pondus sustinuit quod solum fuit dignum portare pretium hujus saeculi alleluia","Dulce lignum dulces clavos dulce pondus sustinuit quod solum fuit dignum portare pretium huius seculi alleluya","","","","",""
